serviceCode,serviceCodeCategoryID,serviceCodeCategory,serviceName,BusinessUnitCategory
100342-R,101,CONSULTATION,DR.PRADEEP PANIGRAHI (SURGEON LT. CDR)(REVIEW CONSULTATION),
100346,101,CONSULTATION,DR.B.Y.PRAVEEN KUMAR(CONSULTATION),
100346-R,101,CONSULTATION,DR.B.Y.PRAVEEN KUMAR(REVIEW CONSULTATION),
100349,101,CONSULTATION,DR. AHMER ALI KHAN(CONSULTATION),
100349-R,101,CONSULTATION,DR. AHMER ALI KHAN(REVIEW CONSULTATION),
101-165,101,CONSULTATION,GENERAL PHYSICIAN CONSULTATION,
101-167,101,CONSULTATION,GYNAECOLOGIST CONSULTATION,
101-168,101,CONSULTATION,DENTAL CONSULTATION,
101-169,101,CONSULTATION,UROLOGIST CONSULTATION,
100366,101,CONSULTATION,DR.SANTOSHINI GOWRISHETTY(CONSULTATION),
100366-R,101,CONSULTATION,DR.SANTOSHINI GOWRISHETTY(REVIEW CONSULTATION),
100401,101,CONSULTATION,DR.PRAVEEN ANKATHI(CONSULTATION),
100401-R,101,CONSULTATION,DR.PRAVEEN ANKATHI(REVIEW CONSULTATION),
100441,101,CONSULTATION,DR.LAXMAN B(CONSULTATION),
100441-R,101,CONSULTATION,DR.LAXMAN B(REVIEW CONSULTATION),
100553-R,101,CONSULTATION,DR.RAHUL KODURI(REVIEW CONSULTATION),
100553,101,CONSULTATION,DR.RAHUL KODURI(CONSULTATION),
101-178,101,CONSULTATION,NEPHROLOGY WEEK,
100548-R,101,CONSULTATION,Gauri Shankar J (Review Consultation),
100548,101,CONSULTATION,Gauri Shankar J (Consultation),
100118-M,101,CONSULTATION,Dr.VIVEKANANDA REDDY(MONITORING VISITS),
100122-M,101,CONSULTATION,SRIRANG ABKARI( MONITORING VISITS ),
100494,101,CONSULTATION,DR.SIVA KUMAR REDDY.Y.K(CONSULTATION),
100494-R,101,CONSULTATION,DR.SIVA KUMAR REDDY.Y.K(REVIEW CONSULTATION),
100497,101,CONSULTATION,DR.DR RAJENDRA/DR.VIVEKANANDA/DR.SRIRANG(CONSULTATION),
100497-R,101,CONSULTATION,DR.DR RAJENDRA/DR.VIVEKANANDA/DR.SRIRANG(REVIEW CONSULTATION),
100498,101,CONSULTATION,DR.DR.RAVINDRA/ DR.SUDHIR PRASAD/DR.AHMER ALI KHAN(CONSULTATION),
100498-R,101,CONSULTATION,DR.DR.RAVINDRA/ DR.SUDHIR PRASAD/DR.AHMER ALI KHAN(REVIEW CONSULTATION),
100501,101,CONSULTATION,DR.BHEEM(CONSULTATION),
100501-R,101,CONSULTATION,DR.BHEEM(REVIEW CONSULTATION),
101-171,101,CONSULTATION,CONSULTATION,
101-175,101,CONSULTATION,Free Consultation For Diabetics,
100510,101,CONSULTATION,DR SARADA(CONSULTATION),
100511,101,CONSULTATION,DR.GUNJANMANISH(CONSULTATION),
100511-R,101,CONSULTATION,DR.GUNJANMANISH(REVIEW CONSULTATION),
101-172,101,CONSULTATION,CARDIAC WEEK CONSULTATION,
100519,101,CONSULTATION,DR.GASTRO WEEK (CONSULTATION),
100525,101,CONSULTATION,DR.RAMA MOHAN REDDY.V(CONSULTATION),
100525-R,101,CONSULTATION,DR.RAMA MOHAN REDDY.V(REVIEW CONSULTATION),
101-174,101,CONSULTATION,DR LAXMAN BELLAMKONDA,
101-173,101,CONSULTATION,UROLOGY WEEK CONSULTATION,
100531,101,CONSULTATION,DR.A.NAGESH(CONSULTATION),
100531-R,101,CONSULTATION,DR.A.NAGESH(REVIEW CONSULTATION),
100533,101,CONSULTATION,DR.VENKATA RAMANA.B(CONSULTATION),
100533-R,101,CONSULTATION,DR.VENKATA RAMANA.B(REVIEW CONSULTATION),
100567,101,CONSULTATION,Dr. Javeed(CONSULTATION),
100567-R,101,CONSULTATION,Dr. Javeed(Consultation-R),
100568,101,CONSULTATION,Dr. Sridhar(CONSULTATION),
100568-R,101,CONSULTATION,Dr. Sridhar(Consultation-R),
100569,101,CONSULTATION,Dr. Diabetes Checkup(CONSULTATION),
100569-R,101,CONSULTATION,Dr. Diabetes Checkup(Consultation-R),
100570,101,CONSULTATION,Dr. Senior Citizen Consultation(CONSULTATION),
100570-R,101,CONSULTATION,Dr. Senior Citizen Consultation(Consultation-R),
101-179,101,CONSULTATION,Senior Citizen Consultation,
100571,101,CONSULTATION,Dr. Anil Kumar(CONSULTATION),
100571-R,101,CONSULTATION,Dr. Anil Kumar(Consultation-R),
100572,101,CONSULTATION,Dr. Arvind Kumar(CONSULTATION),
100572-R,101,CONSULTATION,Dr. Arvind Kumar(Consultation-R),
100573,101,CONSULTATION,Dr. SRINIVAS REDDY(CONSULTATION),
100573-R,101,CONSULTATION,Dr. SRINIVAS REDDY(Consultation-R),
100574,101,CONSULTATION,Dr. Mervin Leo(CONSULTATION),
100574-R,101,CONSULTATION,Dr. Mervin Leo(Consultation-R),
100575,101,CONSULTATION,Dr. EMO/ER.PHYSICIAN(CONSULTATION),
100575-R,101,CONSULTATION,Dr. EMO/ER.PHYSICIAN(Consultation-R),
100576,101,CONSULTATION,Dr. Rajeev Garg(CONSULTATION),
100576-R,101,CONSULTATION,Dr. Rajeev Garg(Consultation-R),
100577,101,CONSULTATION,Dr.Mukheswara Rao(CONSULTATION),
100577-R,101,CONSULTATION,Dr.Mukheswara Rao(Consultation-R),
100578,101,CONSULTATION,Dr. Srivivasa Reddy S(CONSULTATION),
100578-R,101,CONSULTATION,Dr. Srivivasa Reddy S(Consultation-R),
100579,101,CONSULTATION,Dr. K.Sudershan Rao(CONSULTATION),
100579-R,101,CONSULTATION,Dr. K.Sudershan Rao(Consultation-R),
100580,101,CONSULTATION,Dr. Rajeev Trehan(CONSULTATION),
100580-R,101,CONSULTATION,Dr. Rajeev Trehan(Consultation-R),
100581,101,CONSULTATION,Dr. Rapaka Radhakrishna(CONSULTATION),
100581-R,101,CONSULTATION,Dr. Rapaka Radhakrishna(Consultation-R),
100582,101,CONSULTATION,Dr. Ravindran N(CONSULTATION),
100582-R,101,CONSULTATION,Dr. Ravindran N(Consultation-R),
100583,101,CONSULTATION,Dr. Sridhar - Sr Consultant(CONSULTATION),
100583-R,101,CONSULTATION,Dr. Sridhar - Sr Consultant(Consultation-R),
100584,101,CONSULTATION,Dr.  Dr.Archana Dinesh Bidla(CONSULTATION),
100584-R,101,CONSULTATION,Dr.  Dr.Archana Dinesh Bidla(Consultation-R),
100585,101,CONSULTATION,Dr.  Dr.Jyothsna.B(CONSULTATION),
100585-R,101,CONSULTATION,Dr.  Dr.Jyothsna.B(Consultation-R),
100586,101,CONSULTATION,Dr. EMPLOYEE MASTER HEALTH CHECKUP(FEMALE AB(CONSULTATION),
100586-R,101,CONSULTATION,Dr. EMPLOYEE MASTER HEALTH CHECKUP(FEMALE AB(Consultation-R),
100587,101,CONSULTATION,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(FEMALE B(CONSULTATION),
100587-R,101,CONSULTATION,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(FEMALE B(Consultation-R),
100588,101,CONSULTATION,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE ABO(CONSULTATION),
100588-R,101,CONSULTATION,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE ABO(Consultation-R),
100589,101,CONSULTATION,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE BEL(CONSULTATION),
100589-R,101,CONSULTATION,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE BEL(Consultation-R),
100590,101,CONSULTATION,Dr. Srinivasa Chary  A(CONSULTATION),
100590-R,101,CONSULTATION,Dr. Srinivasa Chary  A(Consultation-R),
100591,101,CONSULTATION,Dr. C.P.Reddy(CONSULTATION),
100591-R,101,CONSULTATION,Dr. C.P.Reddy(Consultation-R),
100592,101,CONSULTATION,Dr. Abhinandan Dutt(CONSULTATION),
100592-R,101,CONSULTATION,Dr. Abhinandan Dutt(Consultation-R),
100593,101,CONSULTATION,Dr. Madhav(CONSULTATION),
100593-R,101,CONSULTATION,Dr. Madhav(Consultation-R),
100594,101,CONSULTATION,Dr. CARDIAC REVIEW PACKAGE @ 999(CONSULTATION),
100594-R,101,CONSULTATION,Dr. CARDIAC REVIEW PACKAGE @ 999(Consultation-R),
100595,101,CONSULTATION,Dr. HERNIA SCREENING @ 399(CONSULTATION),
100595-R,101,CONSULTATION,Dr. HERNIA SCREENING @ 399(Consultation-R),
100596,101,CONSULTATION,Dr. WELL WOMEN PACKAGE @299(CONSULTATION),
100596-R,101,CONSULTATION,Dr. WELL WOMEN PACKAGE @299(Consultation-R),
100597,101,CONSULTATION,Dr. WELL BABY PACKAGE @299(CONSULTATION),
100597-R,101,CONSULTATION,Dr. WELL BABY PACKAGE @299(Consultation-R),
100598,101,CONSULTATION,Dr. KS  LAKSHMI(CONSULTATION),
100598-R,101,CONSULTATION,Dr. KS  LAKSHMI(Consultation-R),
100599,101,CONSULTATION,Dr. Nutrition Consultation(CONSULTATION),
100599-R,101,CONSULTATION,Dr. Nutrition Consultation(Consultation-R),
100600,101,CONSULTATION,Dr. Kalyan Chakravarthy  N(CONSULTATION),
100600-R,101,CONSULTATION,Dr. Kalyan Chakravarthy  N(Consultation-R),
100601,101,CONSULTATION,Dr. ASTAMA AND ALLERGY CHECKUP @499(CONSULTATION),
100601-R,101,CONSULTATION,Dr. ASTAMA AND ALLERGY CHECKUP @499(Consultation-R),
100602,101,CONSULTATION,Dr. JOINT PAIN AND BACK ACHE CHECKUP @299(CONSULTATION),
100602-R,101,CONSULTATION,Dr. JOINT PAIN AND BACK ACHE CHECKUP @299(Consultation-R),
100603,101,CONSULTATION,Dr. HAPPY HEALTH CHECKUP(CONSULTATION),
100603-R,101,CONSULTATION,Dr. HAPPY HEALTH CHECKUP(Consultation-R),
100604,101,CONSULTATION,Dr. RAVISANKAR REDDY.N(CONSULTATION),
100604-R,101,CONSULTATION,Dr. RAVISANKAR REDDY.N(Consultation-R),
100605,101,CONSULTATION,Dr. Venkata Srinivas G(CONSULTATION),
100605-R,101,CONSULTATION,Dr. Venkata Srinivas G(Consultation-R),
100606,101,CONSULTATION,Dr. Pre Ramadan Diabetic Package@599(CONSULTATION),
100606-R,101,CONSULTATION,Dr. Pre Ramadan Diabetic Package@599(Consultation-R),
100607,101,CONSULTATION,Dr. Post Ramadan Diabetic Package@299(CONSULTATION),
100607-R,101,CONSULTATION,Dr. Post Ramadan Diabetic Package@299(Consultation-R),
100608,101,CONSULTATION,Dr. Ramadan Diabetic Package Free Review (CONSULTATION),
100608-R,101,CONSULTATION,Dr. Ramadan Diabetic Package Free Review (Consultation-R),
100609,101,CONSULTATION,Dr. T.S.Chandrasekar(CONSULTATION),
100609-R,101,CONSULTATION,Dr. T.S.Chandrasekar(Consultation-R),
100610,101,CONSULTATION,Dr. Mens Health Week(CONSULTATION),
100610-R,101,CONSULTATION,Dr. Mens Health Week(Consultation-R),
100611,101,CONSULTATION,Dr. FEVER TEST PACKAGE @ 499(CONSULTATION),
100611-R,101,CONSULTATION,Dr. FEVER TEST PACKAGE @ 499(Consultation-R),
100612,101,CONSULTATION,Dr. V- GUARD CARDIAC PACKAGE (CONSULTATION),
100612-R,101,CONSULTATION,Dr. V- GUARD CARDIAC PACKAGE (Consultation-R),
100613,101,CONSULTATION,Dr. INDEPENDENCE DAY EXECUTIVE HEALTH CHECK UP(CONSULTATION),
100613-R,101,CONSULTATION,Dr. INDEPENDENCE DAY EXECUTIVE HEALTH CHECK UP(Consultation-R),
100614,101,CONSULTATION,Dr. Dr B Laxman/Dr Vijay Madduri(CONSULTATION),
100614-R,101,CONSULTATION,Dr. Dr B Laxman/Dr Vijay Madduri(Consultation-R),
100615,101,CONSULTATION,Dr. K.Rajashekar Reddy(CONSULTATION),
100615-R,101,CONSULTATION,Dr. K.Rajashekar Reddy(Consultation-R),
100616,101,CONSULTATION,Dr.  WORLD PHYSIOTHERAPY DAY(CONSULTATION),
100616-R,101,CONSULTATION,Dr.  WORLD PHYSIOTHERAPY DAY(Consultation-R),
100617,101,CONSULTATION,Dr. BPH PROFILE(CONSULTATION),
100617-R,101,CONSULTATION,Dr. BPH PROFILE(Consultation-R),
100618,101,CONSULTATION,Dr. RENAL STONE PROFILE (CONSULTATION),
100618-R,101,CONSULTATION,Dr. RENAL STONE PROFILE (Consultation-R),
100619,101,CONSULTATION,Dr. S.JAYANTHI(CONSULTATION),
100619-R,101,CONSULTATION,Dr. S.JAYANTHI(Consultation-R),
100620,101,CONSULTATION,Dr. Radha Sagar(CONSULTATION),
100620-R,101,CONSULTATION,Dr. Radha Sagar(Consultation-R),
100621,101,CONSULTATION,Dr. N.Venkatrama Reddy(CONSULTATION),
100621-R,101,CONSULTATION,Dr. N.Venkatrama Reddy(Consultation-R),
100622,101,CONSULTATION,Dr. Praveen S Kammar(CONSULTATION),
100622-R,101,CONSULTATION,Dr. Praveen S Kammar(Consultation-R),
100623,101,CONSULTATION,Dr. Diabetes Check-up Package @ 499(CONSULTATION),
100623-R,101,CONSULTATION,Dr. Diabetes Check-up Package @ 499(Consultation-R),
100624,101,CONSULTATION,Dr. ECG PROMOTIONAL(CONSULTATION),
100624-R,101,CONSULTATION,Dr. ECG PROMOTIONAL(Consultation-R),
100625,101,CONSULTATION,Dr. Varicose Veins Screening @ 888(CONSULTATION),
100625-R,101,CONSULTATION,Dr. Varicose Veins Screening @ 888(Consultation-R),
120-1,120,GASTROENTEROLOGY,ENDOSCOPY,
120-2,120,GASTROENTEROLOGY,ENDOSCOPY + BIOPSY,
120-3,120,GASTROENTEROLOGY,ENDOSCOPY - Adernile,
120-4,120,GASTROENTEROLOGY,COLONOSCOPY,
120-5,120,GASTROENTEROLOGY,COLONOSCOPY + BIOPSY,
120-6,120,GASTROENTEROLOGY,SIGMOIDSCOPY,
120-7,120,GASTROENTEROLOGY,SIGMOIDSCOPY + BIOPSY,
120-9,120,GASTROENTEROLOGY,HOT BIOPSY,
120-10,120,GASTROENTEROLOGY,PRE OPERATING ENTEROSCOPY ( ROUTINE ),
120-11,120,GASTROENTEROLOGY,PRE OPERATING ENTEROSCOPY ( EMERGENCY,
120-12,120,GASTROENTEROLOGY,ERCP - DIAGNOSTING + BIOPSY,
120-13,120,GASTROENTEROLOGY,ERCP  + STENTING,
120-14,120,GASTROENTEROLOGY,ERCP - MECANICAL  LITHO TRIPSY,
120-15,120,GASTROENTEROLOGY,CONSUMABLE CHARGES(ERCP - MECHANICAL  LITHO TRIPSY),
120-18,120,GASTROENTEROLOGY,ERCP + EPT +BALLOON TRAWL,
120-19,120,GASTROENTEROLOGY,ERCP + ENDOSCOPIC PAPILLOTOMY( EPT ),
120-20,120,GASTROENTEROLOGY,ERCP + BALLOON TRAWL,
120-21,120,GASTROENTEROLOGY,ERCP + EPT + STENTING,
120-22,120,GASTROENTEROLOGY,ERCP + EPT + STONE EXTRACTION,
120-23,120,GASTROENTEROLOGY,ERCP + STENT REMOVAL,
120-24,120,GASTROENTEROLOGY,ERCP + EPT+ STONE EXTRACTION + STENTING,
120-25,120,GASTROENTEROLOGY,ENDOSCOPIC SCLERO THERAPY  ( EST ),
120-26,120,GASTROENTEROLOGY,ENDOSCOPIC VARICEAL LIGATION ( EVL ),
120-27,120,GASTROENTEROLOGY,DILATATION -  CHOLANGIO RENEGRADE ENDOSCOPY ( CRE ),
120-28,120,GASTROENTEROLOGY,DILATATION -  SAVARY GILLIARD ( SG ),
120-29,120,GASTROENTEROLOGY,DILATATION - ACHALASIA,
120-30,120,GASTROENTEROLOGY,POLYPECTOMY,
120-31,120,GASTROENTEROLOGY,FOREIGN BODY REMOVAL ( EMERGENCY ),
120-32,120,GASTROENTEROLOGY,NASAL JEJUNAL TUBING PLACEMENT  -  ( NJ TUBE ),
120-33,120,GASTROENTEROLOGY,CYSTOGASTROTOMY,
120-34,120,GASTROENTEROLOGY,PERCUT ENDOSCOPIC GASTROSTOMY ( PEG ),
120-35,120,GASTROENTEROLOGY,PANCREATIC DUCT STENTING - ( PD STENTING ),
120-36,120,GASTROENTEROLOGY,COMMON BILE DUCT / PANCREATIC DUCT (CBD / PD) STRICTURE,
120-37,120,GASTROENTEROLOGY,SUB MUCOSAL RESECTION  -  ( SMR ),
120-38,120,GASTROENTEROLOGY,SELF EXPANDABLE METALLIC STENT   ( SEM ),
120-39,120,GASTROENTEROLOGY,ERCP + MECH. LITHO TRIPSY+  STENTING,
120-40,120,GASTROENTEROLOGY,ERCP + STONE EXTRACTION,
120-41,120,GASTROENTEROLOGY,DOUBLE BALLOON ENTEROSCOPY ( DBE ),
120-42,120,GASTROENTEROLOGY,ROTATABLE CLIP FIXING DEVICE PROCEDURE,
120-43,120,GASTROENTEROLOGY,APC ( ARGON PLASMA COAGULATION ),
120-44,120,GASTROENTEROLOGY,STENT REMOVAL,
120-45,120,GASTROENTEROLOGY,SIDE VIEWING ENDOSCOPY,
120-46,120,GASTROENTEROLOGY,INTRA GASTRIC BALLOON PLACEMENT,
120-47,120,GASTROENTEROLOGY,SB TUBE PLACEMENT ( SENGSTAKEN BLACK MORE ),
120-48,120,GASTROENTEROLOGY,COLONIC DECOMPRESSION - In Dept.,
120-49,120,GASTROENTEROLOGY,COLONIC DECOMPRESSION - ICU,
120-50,120,GASTROENTEROLOGY,Bio Enteric Intra Gastric Balloon ( BIB ) Removal,
120-345,120,GASTROENTEROLOGY,LAVGE VOLUME PANCREATITIS(LVP),
120-151,120,GASTROENTEROLOGY,BRONCHOSCOPY,
120-162,120,GASTROENTEROLOGY,FREE HERNIA HEALTH CAMP,
120-163,120,GASTROENTEROLOGY,LAPAROSCOPIC INGUINAL HERNIA REPAIR (UNILATERAL-ONE SIDE),
120-164,120,GASTROENTEROLOGY,LAPAROSCOPIC INGUINAL HERNIA REPAIR (BILATERAL-TWO SIDES),
120-165,120,GASTROENTEROLOGY,PARAUMBILICAL HERNIA REPAIR,
120-166,120,GASTROENTEROLOGY,INCISIONAL HERNIA REPAIR,
120-346,120,GASTROENTEROLOGY,RYLES TUBE,
120-51,120,GASTROENTEROLOGY,RUT ( RAPID UREASE TEST ),
123-1,123,PROFILE,ANAEMIA HAEMOLYTIC,
123-11,123,PROFILE,PANCREATIC PROFILE,
123-12,123,PROFILE,PLEURAL / ASCITIC PROFILE,
123-13,123,PROFILE,POST OP WARD PROFILE,
123-14,123,PROFILE,PROCOAGULANT SCREENING,
123-15,123,PROFILE,RENAL PACK I,
123-16,123,PROFILE,SURGICAL PROFILE  I,
123-17,123,PROFILE,SURGICAL PROFILE II,
123-18,123,PROFILE,TRANSPLANT PACK,
123-19,123,PROFILE,CATH PROFILE,
123-2,123,PROFILE,ANAEMIA ( IRON ) DEFICIENCY,
123-20,123,PROFILE,DAYCARE PROFILE - I,
123-21,123,PROFILE,DAYCARE PROFILE - II,
123-22,123,PROFILE,COLORECTAL PROFILE - I,
123-23,123,PROFILE,COLORECTAL PROFILE - II,
123-24,123,PROFILE,ORTHO SURGICAL PROFILE - I,
123-25,123,PROFILE,ORTHO SURGICAL PROFILE - II,
123-26,123,PROFILE,ACUTE HEPATITIS PANEL,
123-27,123,PROFILE,BILE / DUODENAL FLUID PROFILE,
123-28,123,PROFILE,PAEDIATRIC DIARRHOEAL WORK UP,
123-29,123,PROFILE,"RESPIRATORY TRACT INFECTION PROFILE ( SPUTUM,TRACHEAL & ENDOTRACHEAL SECRETIONS )",
123-3,123,PROFILE,ANAEMIA MEGALOBLASTIC,
123-30,123,PROFILE,SCREENING PACK  ( BASIC VIRAL ),
123-32,123,PROFILE,LAP CHOLE PROFILE,
123-33,123,PROFILE,POST CATH - CT SURGERY PROFILE,
123-34,123,PROFILE,LAP CHOLE PROFILE WITHOUT ULTRASOUND,
123-35,123,PROFILE,LANCO (PEME),
123-36,123,PROFILE,AAROGYASRI - CLOSED HEART SURGERY PROFILE,
123-37,123,PROFILE,BARIATRIC PROFILE - II,
123-38,123,PROFILE,BARIATRIC PROFILE - I,
123-39,123,PROFILE,BASIC METABOLIC PANEL,
123-4,123,PROFILE,ARTHRITI PANEL,
123-40,123,PROFILE,CARDIO THORACIC SURGICAL PROFILE,
123-41,123,PROFILE,CLOSED HEART SURGERY PROFILE,
123-42,123,PROFILE,HIGH RISK CT SURGERY PROFILE,
123-43,123,PROFILE,LIVER AUTOANTIBODY PANEL,
123-44,123,PROFILE,CONNECTIVE TISSUE PROFILE,
123-45,123,PROFILE,LUPUS ERYTHEMATOSIS PANEL,
123-46,123,PROFILE,DISSEMINATED INTRAVACULAR COAGULATION (DIC),
123-47,123,PROFILE,FATTY LIVER PACKAGE,
123-48,123,PROFILE,RENAL PACK II,
123-49,123,PROFILE,BASIC HEART CHECKUP,
123-5,123,PROFILE,THROMBOPHILIA PROFILE,
123-51,123,PROFILE,SECONDARY HEART CHECKUP (WHD),
123-6,123,PROFILE,COLORECTAL - PRE OPERATIVE PROFILE,
123-7,123,PROFILE,HYPERTENSION PANEL,
123-8,123,PROFILE,JAUNDICE PROFILE,
123-9,123,PROFILE,CSF PROFILE ( CERIBRAL SYNOVIAL FLUID ),
123-52,123,PROFILE,THYROID PROFILE,
123-55,123,PROFILE,DIABETIC PANEL,
123-912,123,PROFILE,SLE PROFILE,
123-152,123,PROFILE,NEURO SURGICAL PROFILE -1,
123-153,123,PROFILE,NEURO SURGICAL PROFILE -2,
123-154,123,PROFILE,HEAD INJURY PROFILE,
123-155,123,PROFILE,OHS(PRE-OP) INVESTIGATION PROFILE,
123-81,123,PROFILE,ADVANCED HEART CHECKUP,
123-157,123,PROFILE,TIMES OF INDIA DIABETIC CHECK,
123-161,123,PROFILE,COAGULATION DISORDER PRE- OP SCREENING,
123-158,123,PROFILE,RENAL FUNCTION TEST(PROFILE),
123-159,123,PROFILE,ANTI NUCLEAR ANTIBODY PANEL(ANA PROFILE),
123-162,123,PROFILE,COAGULOPATHY - SCREENING,
123-163,123,PROFILE,COLLAGEN DISEASE ANTIBODY PANEL,
123-164,123,PROFILE,IMMUNO - COMPROMISED DIARRHOEAL WORK UP,
123-165,123,PROFILE,IRON STUDY PROFILE,
123-166,123,PROFILE,COMPREHENSIVE METABOLIC PANEL,
123-167,123,PROFILE,SCLERODERMA PANEL,
123-168,123,PROFILE,ANTIBODIES TO EXTRACTABLE NUCLEAR ANTIGENS PANEL,
123-170,123,PROFILE,ACUTE PANCREATITIS PACKAGE,
123-171,123,PROFILE,WORLD LIVER DAY,
123-172,123,PROFILE,BRAIN STROKE PREVENTION PROFILE,
123-173,123,PROFILE,SLE PROFILE (Dr. VIDYASAGAR),
123-174,123,PROFILE,ANTENATAL PROFILE,
123-175,123,PROFILE,ICU PROFILE I (IN PATIENT),
123-176,123,PROFILE,ICU PROFILE I (OUT PATIENT),
123-177,123,PROFILE,ICU PROFILE II (IN PATIENT),
123-178,123,PROFILE,ICU PROFILE II (OUT PATIENT),
123-179,123,PROFILE,DIABETIC PROFILE ( IN PATIENT),
123-180,123,PROFILE,DIABETIC PROFILE ( OUT PATIENT),
123-181,123,PROFILE,IRON PROFILE (IN PATIENT),
123-182,123,PROFILE,IRON PROFILE (OUT PATIENT),
123-193,123,PROFILE,FEVER PROFILE,
123-194,123,PROFILE,Spine Screening Program,
123-195,123,PROFILE,BRAIN STROKE CLINIC,
123-196,123,PROFILE,CATH PROFILE - II,
123-197,123,PROFILE,FRACTIONAL EXCRETION OF SODIUM (FENa),
123-198,123,PROFILE,PROSTATE PACKAGE,
123-913,123,PROFILE,surgical profile of gynecology,
123-914,123,PROFILE,SURGICAL PROFILE- III,
123-915,123,PROFILE,SURGICAL PROFILE- IV,
139-249,139,CT-Scan,CT Mylogram,
139-248,139,CT-Scan,Visipaque,
139-190,139,CT-Scan,CT SCAN BRAIN PLAIN,
139-191,139,CT-Scan,CT SCAN BRAIN WITH CONTRAST,
139-192,139,CT-Scan,CT SCAN ABDOMEN & PELVIS WITH CONTRAST,
139-193,139,CT-Scan,CT SCAN UPPER ABDOMEN WITH CONTRAST,
139-194,139,CT-Scan,CT SCAN ABDOMEN TRIPHASIC,
139-195,139,CT-Scan,CT SCAN PELVIS WITH CONTRAST,
139-196,139,CT-Scan,CT SCAN ABDOMEN & PELVIS PLAIN,
139-197,139,CT-Scan,CT SCAN UPPER ABDOMEN PLAIN,
139-198,139,CT-Scan,CT SCAN PELVIS PLAIN,
139-199,139,CT-Scan,CT SCAN KUB PLAIN,
139-200,139,CT-Scan,CT SCAN THORAX PLAIN,
139-201,139,CT-Scan,CT SCAN THORAX WITH CONTRAST,
139-202,139,CT-Scan,CT SCAN NECK PLAIN,
139-203,139,CT-Scan,CT SCAN NECK WITH CONTRAST,
139-204,139,CT-Scan,CT SCAN HRCT CHEST,
139-205,139,CT-Scan,CT SCAN HRCT TEMPORAL BONE,
139-206,139,CT-Scan,CT SCAN VIRTUAL COLONOSCOPY,
139-207,139,CT-Scan,CT SCAN VIRTUAL BRONCHOSCOPY,
139-208,139,CT-Scan,CT SCAN SCREENING ANY PART ( WITH OUT FILMS & REPORT),
139-209,139,CT-Scan,CT SCAN ORBITS,
139-210,139,CT-Scan,CT SCAN PNS (Axial & coronal),
139-211,139,CT-Scan,CT SCAN MANDIBLE,
139-212,139,CT-Scan,CT SCAN ARM,
139-213,139,CT-Scan,CT SCAN FORE ARM,
139-214,139,CT-Scan,CT SCAN THIGH,
139-215,139,CT-Scan,CT SCAN LEG,
139-216,139,CT-Scan,CT SCAN REGION OF INTREST,
139-217,139,CT-Scan,3D CT SCAN FACE,
139-218,139,CT-Scan,3D CT SCAN CVJ,
139-219,139,CT-Scan,3D CT SCAN TMJ,
139-220,139,CT-Scan,3D CT SCAN WRIST JOINT,
139-221,139,CT-Scan,3D CT SCAN ELBOW JOINT,
139-222,139,CT-Scan,3D CT SCAN SHOULDER JOINT,
139-223,139,CT-Scan,3D CT SCAN HIP JOINT,
139-224,139,CT-Scan,3D CT SCAN BOTH KNEE JOINTS,
139-225,139,CT-Scan,3D CT SCAN ANKLE JOINT,
139-226,139,CT-Scan,CT SCAN CERVICAL SPINE,
139-227,139,CT-Scan,CT SCAN THORACIC SPINE,
139-228,139,CT-Scan,CT SCAN LUMBAR SPINE,
139-229,139,CT-Scan,CT SCAN SACRAL SPINE,
139-230,139,CT-Scan,CT SCAN SCREENING OF ANY SPINE,
139-231,139,CT-Scan,3D CT ANGIOGRAPHY - CEREBRAL,
139-232,139,CT-Scan,3D CT ANGIOGRAPHY - NECK,
139-233,139,CT-Scan,3D CT ANGIOGRAPHY - CEREBRAL & NECK,
139-234,139,CT-Scan,3D CT ANGIOGRAPHY - CARDIAC,
139-235,139,CT-Scan,3D CT ANGIOGRAPHY - AORTA,
139-236,139,CT-Scan,3D CT ANGIOGRAPHY - RENAL,
139-237,139,CT-Scan,3D CT ANGIOGRAPHY - PELVIC VESSELS,
139-238,139,CT-Scan,3D CT ANGIOGRAPHY - PERIPHERAL,
139-239,139,CT-Scan,3D CT ANGIOGRAPHY - PULMONARY ANGIO,
139-240,139,CT-Scan,CT SCAN FNAC,
139-241,139,CT-Scan,CT SCAN BIOPSY,
139-242,139,CT-Scan,CT SCAN ASPIRATION,
139-243,139,CT-Scan,CT SCAN FISTULOGRAPHY,
139-244,139,CT-Scan,CT SCAN EACH EXTRA FILM,
139-245,139,CT-Scan,CT SCAN CT CISTERNOGRAPHY,
139-246,139,CT-Scan,CT SCAN UROGRAM,
139-247,139,CT-Scan,CT SCAN CYSTOGRAM,
111-110,111,OTHERS,HEPATITIS,
111-111,111,OTHERS,BCG,
111-112,111,OTHERS,OPV,
111-113,111,OTHERS,NEUROPSYCHOLOGICAL ASSESMENT,
111-114,111,OTHERS,REGISTRATION FEE,
111-115,111,OTHERS,B P,
111-116,111,OTHERS,BMI,
